id,date,store_nbr,family,sales,onpromotion
4451,2013-01-03,33,PREPARED FOODS,21.0,0
4452,2013-01-03,33,PRODUCE,0.0,0
4453,2013-01-03,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
4454,2013-01-03,33,SEAFOOD,4.0,0
4455,2013-01-03,34,AUTOMOTIVE,1.0,0
4456,2013-01-03,34,BABY CARE,0.0,0
4457,2013-01-03,34,BEAUTY,0.0,0
4458,2013-01-03,34,BEVERAGES,1032.0,0
4459,2013-01-03,34,BOOKS,0.0,0
4460,2013-01-03,34,BREAD/BAKERY,554.0,0
4461,2013-01-03,34,CELEBRATION,0.0,0
4462,2013-01-03,34,CLEANING,880.0,0
4463,2013-01-03,34,DAIRY,174.0,0
4464,2013-01-03,34,DELI,210.9,0
4465,2013-01-03,34,EGGS,56.0,0
4466,2013-01-03,34,FROZEN FOODS,23.0,0
4467,2013-01-03,34,GROCERY I,2518.0,0
4468,2013-01-03,34,GROCERY II,6.0,0
4469,2013-01-03,34,HARDWARE,0.0,0
4470,2013-01-03,34,HOME AND KITCHEN I,0.0,0
4471,2013-01-03,34,HOME AND KITCHEN II,0.0,0
4472,2013-01-03,34,HOME APPLIANCES,3.0,0
4473,2013-01-03,34,HOME CARE,0.0,0
4474,2013-01-03,34,LADIESWEAR,0.0,0
4475,2013-01-03,34,LAWN AND GARDEN,0.0,0
4476,2013-01-03,34,LINGERIE,14.0,0
4477,2013-01-03,34,"LIQUOR,WINE,BEER",66.0,0
4478,2013-01-03,34,MAGAZINES,0.0,0
4479,2013-01-03,34,MEATS,218.637,0
4480,2013-01-03,34,PERSONAL CARE,319.0,0
4481,2013-01-03,34,PET SUPPLIES,0.0,0
4482,2013-01-03,34,PLAYERS AND ELECTRONICS,0.0,0
4483,2013-01-03,34,POULTRY,139.185,0
4484,2013-01-03,34,PREPARED FOODS,30.0,0
4485,2013-01-03,34,PRODUCE,0.0,0
4486,2013-01-03,34,SCHOOL AND OFFICE SUPPLIES,0.0,0
4487,2013-01-03,34,SEAFOOD,2.0,0
4488,2013-01-03,35,AUTOMOTIVE,4.0,0
4489,2013-01-03,35,BABY CARE,0.0,0
4490,2013-01-03,35,BEAUTY,0.0,0
4491,2013-01-03,35,BEVERAGES,499.0,0
4492,2013-01-03,35,BOOKS,0.0,0
4493,2013-01-03,35,BREAD/BAKERY,75.0,0
4494,2013-01-03,35,CELEBRATION,0.0,0
4495,2013-01-03,35,CLEANING,416.0,0
4496,2013-01-03,35,DAIRY,65.0,0
4497,2013-01-03,35,DELI,78.0,0
4498,2013-01-03,35,EGGS,40.0,0
4499,2013-01-03,35,FROZEN FOODS,26.125,0
4500,2013-01-03,35,GROCERY I,1247.0,0
4501,2013-01-03,35,GROCERY II,7.0,0
4502,2013-01-03,35,HARDWARE,1.0,0
4503,2013-01-03,35,HOME AND KITCHEN I,0.0,0
4504,2013-01-03,35,HOME AND KITCHEN II,0.0,0
4505,2013-01-03,35,HOME APPLIANCES,0.0,0
4506,2013-01-03,35,HOME CARE,0.0,0
4507,2013-01-03,35,LADIESWEAR,0.0,0
4508,2013-01-03,35,LAWN AND GARDEN,0.0,0
4509,2013-01-03,35,LINGERIE,0.0,0
4510,2013-01-03,35,"LIQUOR,WINE,BEER",41.0,0
4511,2013-01-03,35,MAGAZINES,0.0,0
4512,2013-01-03,35,MEATS,102.221,0
4513,2013-01-03,35,PERSONAL CARE,75.0,0
4514,2013-01-03,35,PET SUPPLIES,0.0,0
4515,2013-01-03,35,PLAYERS AND ELECTRONICS,0.0,0
4516,2013-01-03,35,POULTRY,14.931,0
4517,2013-01-03,35,PREPARED FOODS,6.0,0
4518,2013-01-03,35,PRODUCE,0.0,0
4519,2013-01-03,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
4520,2013-01-03,35,SEAFOOD,2.0,0
4521,2013-01-03,36,AUTOMOTIVE,0.0,0
4522,2013-01-03,36,BABY CARE,0.0,0
4523,2013-01-03,36,BEAUTY,0.0,0
4524,2013-01-03,36,BEVERAGES,0.0,0
4525,2013-01-03,36,BOOKS,0.0,0
4526,2013-01-03,36,BREAD/BAKERY,0.0,0
4527,2013-01-03,36,CELEBRATION,0.0,0
4528,2013-01-03,36,CLEANING,0.0,0
4529,2013-01-03,36,DAIRY,0.0,0
4530,2013-01-03,36,DELI,0.0,0
4531,2013-01-03,36,EGGS,0.0,0
4532,2013-01-03,36,FROZEN FOODS,0.0,0
4533,2013-01-03,36,GROCERY I,0.0,0
4534,2013-01-03,36,GROCERY II,0.0,0
4535,2013-01-03,36,HARDWARE,0.0,0
4536,2013-01-03,36,HOME AND KITCHEN I,0.0,0
4537,2013-01-03,36,HOME AND KITCHEN II,0.0,0
4538,2013-01-03,36,HOME APPLIANCES,0.0,0
4539,2013-01-03,36,HOME CARE,0.0,0
4540,2013-01-03,36,LADIESWEAR,0.0,0
4541,2013-01-03,36,LAWN AND GARDEN,0.0,0
4542,2013-01-03,36,LINGERIE,0.0,0
4543,2013-01-03,36,"LIQUOR,WINE,BEER",0.0,0
4544,2013-01-03,36,MAGAZINES,0.0,0
4545,2013-01-03,36,MEATS,0.0,0
4546,2013-01-03,36,PERSONAL CARE,0.0,0
4547,2013-01-03,36,PET SUPPLIES,0.0,0
4548,2013-01-03,36,PLAYERS AND ELECTRONICS,0.0,0
4549,2013-01-03,36,POULTRY,0.0,0
4550,2013-01-03,36,PREPARED FOODS,0.0,0
4551,2013-01-03,36,PRODUCE,0.0,0
4552,2013-01-03,36,SCHOOL AND OFFICE SUPPLIES,0.0,0
4553,2013-01-03,36,SEAFOOD,0.0,0
4554,2013-01-03,37,AUTOMOTIVE,9.0,0
4555,2013-01-03,37,BABY CARE,0.0,0
4556,2013-01-03,37,BEAUTY,3.0,0
4557,2013-01-03,37,BEVERAGES,1016.0,0
4558,2013-01-03,37,BOOKS,0.0,0
4559,2013-01-03,37,BREAD/BAKERY,507.82,0
4560,2013-01-03,37,CELEBRATION,0.0,0
4561,2013-01-03,37,CLEANING,1448.0,0
4562,2013-01-03,37,DAIRY,595.0,0
4563,2013-01-03,37,DELI,135.416,0
4564,2013-01-03,37,EGGS,212.0,0
4565,2013-01-03,37,FROZEN FOODS,262.145,0
4566,2013-01-03,37,GROCERY I,3973.0,0
4567,2013-01-03,37,GROCERY II,62.0,0
4568,2013-01-03,37,HARDWARE,2.0,0
4569,2013-01-03,37,HOME AND KITCHEN I,0.0,0
4570,2013-01-03,37,HOME AND KITCHEN II,0.0,0
4571,2013-01-03,37,HOME APPLIANCES,0.0,0
4572,2013-01-03,37,HOME CARE,0.0,0
4573,2013-01-03,37,LADIESWEAR,0.0,0
4574,2013-01-03,37,LAWN AND GARDEN,11.0,0
4575,2013-01-03,37,LINGERIE,17.0,0
4576,2013-01-03,37,"LIQUOR,WINE,BEER",59.0,0
4577,2013-01-03,37,MAGAZINES,0.0,0
4578,2013-01-03,37,MEATS,292.87,0
4579,2013-01-03,37,PERSONAL CARE,394.0,0
4580,2013-01-03,37,PET SUPPLIES,0.0,0
4581,2013-01-03,37,PLAYERS AND ELECTRONICS,0.0,0
4582,2013-01-03,37,POULTRY,132.977,0
4583,2013-01-03,37,PREPARED FOODS,178.325,0
4584,2013-01-03,37,PRODUCE,0.0,0
4585,2013-01-03,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
4586,2013-01-03,37,SEAFOOD,25.108,0
4587,2013-01-03,38,AUTOMOTIVE,4.0,0
4588,2013-01-03,38,BABY CARE,0.0,0
4589,2013-01-03,38,BEAUTY,3.0,0
4590,2013-01-03,38,BEVERAGES,634.0,0
4591,2013-01-03,38,BOOKS,0.0,0
4592,2013-01-03,38,BREAD/BAKERY,466.991,0
4593,2013-01-03,38,CELEBRATION,0.0,0
4594,2013-01-03,38,CLEANING,1166.0,0
4595,2013-01-03,38,DAIRY,520.0,0
4596,2013-01-03,38,DELI,185.078,0
4597,2013-01-03,38,EGGS,141.0,0
4598,2013-01-03,38,FROZEN FOODS,169.033,0
4599,2013-01-03,38,GROCERY I,3679.0,0
4600,2013-01-03,38,GROCERY II,19.0,0
4601,2013-01-03,38,HARDWARE,2.0,0
4602,2013-01-03,38,HOME AND KITCHEN I,0.0,0
4603,2013-01-03,38,HOME AND KITCHEN II,0.0,0
4604,2013-01-03,38,HOME APPLIANCES,0.0,0
4605,2013-01-03,38,HOME CARE,0.0,0
4606,2013-01-03,38,LADIESWEAR,0.0,0
4607,2013-01-03,38,LAWN AND GARDEN,4.0,0
4608,2013-01-03,38,LINGERIE,15.0,0
4609,2013-01-03,38,"LIQUOR,WINE,BEER",63.0,0
4610,2013-01-03,38,MAGAZINES,0.0,0
4611,2013-01-03,38,MEATS,214.364,0
4612,2013-01-03,38,PERSONAL CARE,328.0,0
4613,2013-01-03,38,PET SUPPLIES,0.0,0
4614,2013-01-03,38,PLAYERS AND ELECTRONICS,0.0,0
4615,2013-01-03,38,POULTRY,123.306,0
4616,2013-01-03,38,PREPARED FOODS,113.507,0
4617,2013-01-03,38,PRODUCE,0.0,0
4618,2013-01-03,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
4619,2013-01-03,38,SEAFOOD,10.338,0
4620,2013-01-03,39,AUTOMOTIVE,4.0,0
4621,2013-01-03,39,BABY CARE,0.0,0
4622,2013-01-03,39,BEAUTY,1.0,0
4623,2013-01-03,39,BEVERAGES,660.0,0
4624,2013-01-03,39,BOOKS,0.0,0
4625,2013-01-03,39,BREAD/BAKERY,798.0,0
4626,2013-01-03,39,CELEBRATION,0.0,0
4627,2013-01-03,39,CLEANING,1171.0,0
4628,2013-01-03,39,DAIRY,236.0,0
4629,2013-01-03,39,DELI,130.157,0
4630,2013-01-03,39,EGGS,119.0,0
4631,2013-01-03,39,FROZEN FOODS,53.444,0
4632,2013-01-03,39,GROCERY I,3066.0,0
4633,2013-01-03,39,GROCERY II,18.0,0
4634,2013-01-03,39,HARDWARE,1.0,0
4635,2013-01-03,39,HOME AND KITCHEN I,0.0,0
4636,2013-01-03,39,HOME AND KITCHEN II,0.0,0
4637,2013-01-03,39,HOME APPLIANCES,1.0,0
4638,2013-01-03,39,HOME CARE,0.0,0
4639,2013-01-03,39,LADIESWEAR,0.0,0
4640,2013-01-03,39,LAWN AND GARDEN,2.0,0
4641,2013-01-03,39,LINGERIE,9.0,0
4642,2013-01-03,39,"LIQUOR,WINE,BEER",47.0,0
4643,2013-01-03,39,MAGAZINES,0.0,0
4644,2013-01-03,39,MEATS,200.026,0
4645,2013-01-03,39,PERSONAL CARE,273.0,0
4646,2013-01-03,39,PET SUPPLIES,0.0,0
4647,2013-01-03,39,PLAYERS AND ELECTRONICS,0.0,0
4648,2013-01-03,39,POULTRY,123.385,0
4649,2013-01-03,39,PREPARED FOODS,56.0,0
4650,2013-01-03,39,PRODUCE,0.0,0
4651,2013-01-03,39,SCHOOL AND OFFICE SUPPLIES,0.0,0
4652,2013-01-03,39,SEAFOOD,17.433,0
4653,2013-01-03,4,AUTOMOTIVE,3.0,0
4654,2013-01-03,4,BABY CARE,0.0,0
4655,2013-01-03,4,BEAUTY,1.0,0
4656,2013-01-03,4,BEVERAGES,1020.0,0
4657,2013-01-03,4,BOOKS,0.0,0
4658,2013-01-03,4,BREAD/BAKERY,273.752,0
4659,2013-01-03,4,CELEBRATION,0.0,0
4660,2013-01-03,4,CLEANING,1204.0,0
4661,2013-01-03,4,DAIRY,431.0,0
4662,2013-01-03,4,DELI,221.094,0
4663,2013-01-03,4,EGGS,176.0,0
4664,2013-01-03,4,FROZEN FOODS,139.623,0
4665,2013-01-03,4,GROCERY I,2824.0,0
4666,2013-01-03,4,GROCERY II,25.0,0
4667,2013-01-03,4,HARDWARE,0.0,0
4668,2013-01-03,4,HOME AND KITCHEN I,0.0,0
4669,2013-01-03,4,HOME AND KITCHEN II,0.0,0
4670,2013-01-03,4,HOME APPLIANCES,0.0,0
4671,2013-01-03,4,HOME CARE,0.0,0
4672,2013-01-03,4,LADIESWEAR,0.0,0
4673,2013-01-03,4,LAWN AND GARDEN,1.0,0
4674,2013-01-03,4,LINGERIE,7.0,0
4675,2013-01-03,4,"LIQUOR,WINE,BEER",31.0,0
4676,2013-01-03,4,MAGAZINES,0.0,0
4677,2013-01-03,4,MEATS,373.155,0
4678,2013-01-03,4,PERSONAL CARE,245.0,0
4679,2013-01-03,4,PET SUPPLIES,0.0,0
4680,2013-01-03,4,PLAYERS AND ELECTRONICS,0.0,0
4681,2013-01-03,4,POULTRY,319.433,0
4682,2013-01-03,4,PREPARED FOODS,76.254,0
4683,2013-01-03,4,PRODUCE,0.0,0
4684,2013-01-03,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
4685,2013-01-03,4,SEAFOOD,28.934,0
4686,2013-01-03,40,AUTOMOTIVE,1.0,0
4687,2013-01-03,40,BABY CARE,0.0,0
4688,2013-01-03,40,BEAUTY,1.0,0
4689,2013-01-03,40,BEVERAGES,474.0,0
4690,2013-01-03,40,BOOKS,0.0,0
4691,2013-01-03,40,BREAD/BAKERY,223.0,0
4692,2013-01-03,40,CELEBRATION,0.0,0
4693,2013-01-03,40,CLEANING,866.0,0
4694,2013-01-03,40,DAIRY,139.0,0
4695,2013-01-03,40,DELI,150.0,0
4696,2013-01-03,40,EGGS,87.0,0
4697,2013-01-03,40,FROZEN FOODS,25.502,0
4698,2013-01-03,40,GROCERY I,2124.0,0
4699,2013-01-03,40,GROCERY II,8.0,0
4700,2013-01-03,40,HARDWARE,0.0,0
4701,2013-01-03,40,HOME AND KITCHEN I,0.0,0
4702,2013-01-03,40,HOME AND KITCHEN II,0.0,0
4703,2013-01-03,40,HOME APPLIANCES,0.0,0
4704,2013-01-03,40,HOME CARE,0.0,0
4705,2013-01-03,40,LADIESWEAR,0.0,0
4706,2013-01-03,40,LAWN AND GARDEN,0.0,0
4707,2013-01-03,40,LINGERIE,0.0,0
4708,2013-01-03,40,"LIQUOR,WINE,BEER",14.0,0
4709,2013-01-03,40,MAGAZINES,0.0,0
4710,2013-01-03,40,MEATS,63.044,0
4711,2013-01-03,40,PERSONAL CARE,206.0,0
4712,2013-01-03,40,PET SUPPLIES,0.0,0
4713,2013-01-03,40,PLAYERS AND ELECTRONICS,0.0,0
4714,2013-01-03,40,POULTRY,83.282,0
4715,2013-01-03,40,PREPARED FOODS,20.0,0
4716,2013-01-03,40,PRODUCE,0.0,0
4717,2013-01-03,40,SCHOOL AND OFFICE SUPPLIES,0.0,0
4718,2013-01-03,40,SEAFOOD,0.0,0
4719,2013-01-03,41,AUTOMOTIVE,1.0,0
4720,2013-01-03,41,BABY CARE,0.0,0
4721,2013-01-03,41,BEAUTY,1.0,0
4722,2013-01-03,41,BEVERAGES,466.0,0
4723,2013-01-03,41,BOOKS,0.0,0
4724,2013-01-03,41,BREAD/BAKERY,194.492,0
4725,2013-01-03,41,CELEBRATION,0.0,0
4726,2013-01-03,41,CLEANING,581.0,0
4727,2013-01-03,41,DAIRY,189.0,0
4728,2013-01-03,41,DELI,149.618,0
4729,2013-01-03,41,EGGS,88.0,0
4730,2013-01-03,41,FROZEN FOODS,72.76,0
4731,2013-01-03,41,GROCERY I,1515.0,0
4732,2013-01-03,41,GROCERY II,15.0,0
4733,2013-01-03,41,HARDWARE,1.0,0
4734,2013-01-03,41,HOME AND KITCHEN I,0.0,0
4735,2013-01-03,41,HOME AND KITCHEN II,0.0,0
4736,2013-01-03,41,HOME APPLIANCES,0.0,0
4737,2013-01-03,41,HOME CARE,0.0,0
4738,2013-01-03,41,LADIESWEAR,0.0,0
4739,2013-01-03,41,LAWN AND GARDEN,3.0,0
4740,2013-01-03,41,LINGERIE,8.0,0
4741,2013-01-03,41,"LIQUOR,WINE,BEER",0.0,0
4742,2013-01-03,41,MAGAZINES,0.0,0
4743,2013-01-03,41,MEATS,136.783,0
4744,2013-01-03,41,PERSONAL CARE,138.0,0
4745,2013-01-03,41,PET SUPPLIES,0.0,0
4746,2013-01-03,41,PLAYERS AND ELECTRONICS,0.0,0
4747,2013-01-03,41,POULTRY,82.101,0
4748,2013-01-03,41,PREPARED FOODS,53.363,0
4749,2013-01-03,41,PRODUCE,0.0,0
4750,2013-01-03,41,SCHOOL AND OFFICE SUPPLIES,0.0,0
4751,2013-01-03,41,SEAFOOD,4.0,0
4752,2013-01-03,42,AUTOMOTIVE,0.0,0
4753,2013-01-03,42,BABY CARE,0.0,0
4754,2013-01-03,42,BEAUTY,0.0,0
4755,2013-01-03,42,BEVERAGES,0.0,0
4756,2013-01-03,42,BOOKS,0.0,0
4757,2013-01-03,42,BREAD/BAKERY,0.0,0
4758,2013-01-03,42,CELEBRATION,0.0,0
4759,2013-01-03,42,CLEANING,0.0,0
4760,2013-01-03,42,DAIRY,0.0,0
4761,2013-01-03,42,DELI,0.0,0
4762,2013-01-03,42,EGGS,0.0,0
4763,2013-01-03,42,FROZEN FOODS,0.0,0
4764,2013-01-03,42,GROCERY I,0.0,0
4765,2013-01-03,42,GROCERY II,0.0,0
4766,2013-01-03,42,HARDWARE,0.0,0
4767,2013-01-03,42,HOME AND KITCHEN I,0.0,0
4768,2013-01-03,42,HOME AND KITCHEN II,0.0,0
4769,2013-01-03,42,HOME APPLIANCES,0.0,0
4770,2013-01-03,42,HOME CARE,0.0,0
4771,2013-01-03,42,LADIESWEAR,0.0,0
4772,2013-01-03,42,LAWN AND GARDEN,0.0,0
4773,2013-01-03,42,LINGERIE,0.0,0
4774,2013-01-03,42,"LIQUOR,WINE,BEER",0.0,0
4775,2013-01-03,42,MAGAZINES,0.0,0
4776,2013-01-03,42,MEATS,0.0,0
4777,2013-01-03,42,PERSONAL CARE,0.0,0
4778,2013-01-03,42,PET SUPPLIES,0.0,0
4779,2013-01-03,42,PLAYERS AND ELECTRONICS,0.0,0
4780,2013-01-03,42,POULTRY,0.0,0
4781,2013-01-03,42,PREPARED FOODS,0.0,0
4782,2013-01-03,42,PRODUCE,0.0,0
4783,2013-01-03,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
4784,2013-01-03,42,SEAFOOD,0.0,0
4785,2013-01-03,43,AUTOMOTIVE,2.0,0
4786,2013-01-03,43,BABY CARE,0.0,0
4787,2013-01-03,43,BEAUTY,3.0,0
4788,2013-01-03,43,BEVERAGES,1434.0,0
4789,2013-01-03,43,BOOKS,0.0,0
4790,2013-01-03,43,BREAD/BAKERY,225.0,0
4791,2013-01-03,43,CELEBRATION,0.0,0
4792,2013-01-03,43,CLEANING,884.0,0
4793,2013-01-03,43,DAIRY,88.0,0
4794,2013-01-03,43,DELI,155.0,0
4795,2013-01-03,43,EGGS,83.0,0
4796,2013-01-03,43,FROZEN FOODS,19.0,0
4797,2013-01-03,43,GROCERY I,1897.0,0
4798,2013-01-03,43,GROCERY II,0.0,0
4799,2013-01-03,43,HARDWARE,0.0,0
4800,2013-01-03,43,HOME AND KITCHEN I,0.0,0
4801,2013-01-03,43,HOME AND KITCHEN II,0.0,0
4802,2013-01-03,43,HOME APPLIANCES,0.0,0
4803,2013-01-03,43,HOME CARE,0.0,0
4804,2013-01-03,43,LADIESWEAR,0.0,0
4805,2013-01-03,43,LAWN AND GARDEN,0.0,0
4806,2013-01-03,43,LINGERIE,3.0,0
4807,2013-01-03,43,"LIQUOR,WINE,BEER",47.0,0
4808,2013-01-03,43,MAGAZINES,0.0,0
4809,2013-01-03,43,MEATS,71.697,0
4810,2013-01-03,43,PERSONAL CARE,173.0,0
4811,2013-01-03,43,PET SUPPLIES,0.0,0
4812,2013-01-03,43,PLAYERS AND ELECTRONICS,0.0,0
4813,2013-01-03,43,POULTRY,113.082,0
4814,2013-01-03,43,PREPARED FOODS,9.0,0
4815,2013-01-03,43,PRODUCE,0.0,0
4816,2013-01-03,43,SCHOOL AND OFFICE SUPPLIES,0.0,0
4817,2013-01-03,43,SEAFOOD,0.0,0
4818,2013-01-03,44,AUTOMOTIVE,7.0,0
4819,2013-01-03,44,BABY CARE,0.0,0
4820,2013-01-03,44,BEAUTY,13.0,0
4821,2013-01-03,44,BEVERAGES,3718.0,0
4822,2013-01-03,44,BOOKS,0.0,0
4823,2013-01-03,44,BREAD/BAKERY,861.014,0
4824,2013-01-03,44,CELEBRATION,0.0,0
4825,2013-01-03,44,CLEANING,2532.0,0
4826,2013-01-03,44,DAIRY,1516.0,0
4827,2013-01-03,44,DELI,584.147,0
4828,2013-01-03,44,EGGS,607.0,0
4829,2013-01-03,44,FROZEN FOODS,384.741,0
4830,2013-01-03,44,GROCERY I,7342.0,0
4831,2013-01-03,44,GROCERY II,86.0,0
4832,2013-01-03,44,HARDWARE,1.0,0
4833,2013-01-03,44,HOME AND KITCHEN I,0.0,0
4834,2013-01-03,44,HOME AND KITCHEN II,0.0,0
4835,2013-01-03,44,HOME APPLIANCES,0.0,0
4836,2013-01-03,44,HOME CARE,0.0,0
4837,2013-01-03,44,LADIESWEAR,0.0,0
4838,2013-01-03,44,LAWN AND GARDEN,0.0,0
4839,2013-01-03,44,LINGERIE,4.0,0
4840,2013-01-03,44,"LIQUOR,WINE,BEER",207.0,0
4841,2013-01-03,44,MAGAZINES,0.0,0
4842,2013-01-03,44,MEATS,906.065,0
4843,2013-01-03,44,PERSONAL CARE,423.0,0
4844,2013-01-03,44,PET SUPPLIES,0.0,0
4845,2013-01-03,44,PLAYERS AND ELECTRONICS,0.0,0
4846,2013-01-03,44,POULTRY,703.156,0
4847,2013-01-03,44,PREPARED FOODS,444.6,0
4848,2013-01-03,44,PRODUCE,0.0,0
4849,2013-01-03,44,SCHOOL AND OFFICE SUPPLIES,0.0,0
4850,2013-01-03,44,SEAFOOD,107.334,0
4851,2013-01-03,45,AUTOMOTIVE,3.0,0
4852,2013-01-03,45,BABY CARE,0.0,0
4853,2013-01-03,45,BEAUTY,4.0,0
4854,2013-01-03,45,BEVERAGES,2526.0,0
4855,2013-01-03,45,BOOKS,0.0,0
4856,2013-01-03,45,BREAD/BAKERY,757.345,0
4857,2013-01-03,45,CELEBRATION,0.0,0
4858,2013-01-03,45,CLEANING,2446.0,0
4859,2013-01-03,45,DAIRY,1032.0,0
4860,2013-01-03,45,DELI,581.761,0
4861,2013-01-03,45,EGGS,399.0,0
4862,2013-01-03,45,FROZEN FOODS,320.474,0
4863,2013-01-03,45,GROCERY I,6841.0,0
4864,2013-01-03,45,GROCERY II,71.0,0
4865,2013-01-03,45,HARDWARE,1.0,0
4866,2013-01-03,45,HOME AND KITCHEN I,0.0,0
4867,2013-01-03,45,HOME AND KITCHEN II,0.0,0
4868,2013-01-03,45,HOME APPLIANCES,0.0,0
4869,2013-01-03,45,HOME CARE,0.0,0
4870,2013-01-03,45,LADIESWEAR,0.0,0
4871,2013-01-03,45,LAWN AND GARDEN,2.0,0
4872,2013-01-03,45,LINGERIE,8.0,0
4873,2013-01-03,45,"LIQUOR,WINE,BEER",86.0,0
4874,2013-01-03,45,MAGAZINES,0.0,0
4875,2013-01-03,45,MEATS,1062.36,0
4876,2013-01-03,45,PERSONAL CARE,480.0,0
4877,2013-01-03,45,PET SUPPLIES,0.0,0
4878,2013-01-03,45,PLAYERS AND ELECTRONICS,0.0,0
4879,2013-01-03,45,POULTRY,536.91797,0
4880,2013-01-03,45,PREPARED FOODS,183.123,0
4881,2013-01-03,45,PRODUCE,0.0,0
4882,2013-01-03,45,SCHOOL AND OFFICE SUPPLIES,0.0,0
4883,2013-01-03,45,SEAFOOD,37.0,0
4884,2013-01-03,46,AUTOMOTIVE,7.0,0
4885,2013-01-03,46,BABY CARE,0.0,0
4886,2013-01-03,46,BEAUTY,13.0,0
4887,2013-01-03,46,BEVERAGES,1806.0,0
4888,2013-01-03,46,BOOKS,0.0,0
4889,2013-01-03,46,BREAD/BAKERY,325.69,0
4890,2013-01-03,46,CELEBRATION,0.0,0
4891,2013-01-03,46,CLEANING,2313.0,0
4892,2013-01-03,46,DAIRY,735.0,0
4893,2013-01-03,46,DELI,727.411,0
4894,2013-01-03,46,EGGS,232.0,0
4895,2013-01-03,46,FROZEN FOODS,222.019,0
4896,2013-01-03,46,GROCERY I,6493.0,0
4897,2013-01-03,46,GROCERY II,59.0,0
4898,2013-01-03,46,HARDWARE,0.0,0
4899,2013-01-03,46,HOME AND KITCHEN I,0.0,0
4900,2013-01-03,46,HOME AND KITCHEN II,0.0,0
4901,2013-01-03,46,HOME APPLIANCES,1.0,0
4902,2013-01-03,46,HOME CARE,0.0,0
4903,2013-01-03,46,LADIESWEAR,0.0,0
4904,2013-01-03,46,LAWN AND GARDEN,7.0,0
4905,2013-01-03,46,LINGERIE,7.0,0
4906,2013-01-03,46,"LIQUOR,WINE,BEER",70.0,0
4907,2013-01-03,46,MAGAZINES,0.0,0
4908,2013-01-03,46,MEATS,1103.646,0
4909,2013-01-03,46,PERSONAL CARE,754.0,0
4910,2013-01-03,46,PET SUPPLIES,0.0,0
4911,2013-01-03,46,PLAYERS AND ELECTRONICS,0.0,0
4912,2013-01-03,46,POULTRY,704.825,0
4913,2013-01-03,46,PREPARED FOODS,122.55,0
4914,2013-01-03,46,PRODUCE,0.0,0
4915,2013-01-03,46,SCHOOL AND OFFICE SUPPLIES,0.0,0
4916,2013-01-03,46,SEAFOOD,48.214,0
4917,2013-01-03,47,AUTOMOTIVE,6.0,0
4918,2013-01-03,47,BABY CARE,0.0,0
4919,2013-01-03,47,BEAUTY,5.0,0
4920,2013-01-03,47,BEVERAGES,2624.0,0
4921,2013-01-03,47,BOOKS,0.0,0
4922,2013-01-03,47,BREAD/BAKERY,933.43,0
4923,2013-01-03,47,CELEBRATION,0.0,0
4924,2013-01-03,47,CLEANING,2537.0,0
4925,2013-01-03,47,DAIRY,1049.0,0
4926,2013-01-03,47,DELI,604.775,0
4927,2013-01-03,47,EGGS,408.0,0
4928,2013-01-03,47,FROZEN FOODS,341.0,0
4929,2013-01-03,47,GROCERY I,7325.0,0
4930,2013-01-03,47,GROCERY II,36.0,0
4931,2013-01-03,47,HARDWARE,1.0,0
4932,2013-01-03,47,HOME AND KITCHEN I,0.0,0
4933,2013-01-03,47,HOME AND KITCHEN II,0.0,0
4934,2013-01-03,47,HOME APPLIANCES,0.0,0
4935,2013-01-03,47,HOME CARE,0.0,0
4936,2013-01-03,47,LADIESWEAR,0.0,0
4937,2013-01-03,47,LAWN AND GARDEN,5.0,0
4938,2013-01-03,47,LINGERIE,0.0,0
4939,2013-01-03,47,"LIQUOR,WINE,BEER",98.0,0
4940,2013-01-03,47,MAGAZINES,0.0,0
4941,2013-01-03,47,MEATS,798.486,0
4942,2013-01-03,47,PERSONAL CARE,701.0,0
4943,2013-01-03,47,PET SUPPLIES,0.0,0
4944,2013-01-03,47,PLAYERS AND ELECTRONICS,0.0,0
4945,2013-01-03,47,POULTRY,658.645,0
4946,2013-01-03,47,PREPARED FOODS,123.712,0
4947,2013-01-03,47,PRODUCE,0.0,0
4948,2013-01-03,47,SCHOOL AND OFFICE SUPPLIES,0.0,0
4949,2013-01-03,47,SEAFOOD,85.157,0
4950,2013-01-03,48,AUTOMOTIVE,3.0,0
4951,2013-01-03,48,BABY CARE,0.0,0
4952,2013-01-03,48,BEAUTY,5.0,0
4953,2013-01-03,48,BEVERAGES,1359.0,0
4954,2013-01-03,48,BOOKS,0.0,0
4955,2013-01-03,48,BREAD/BAKERY,400.213,0
4956,2013-01-03,48,CELEBRATION,0.0,0
4957,2013-01-03,48,CLEANING,2391.0,0
4958,2013-01-03,48,DAIRY,587.0,0
4959,2013-01-03,48,DELI,673.809,0
4960,2013-01-03,48,EGGS,129.0,0
4961,2013-01-03,48,FROZEN FOODS,238.113,0
4962,2013-01-03,48,GROCERY I,6190.0,0
4963,2013-01-03,48,GROCERY II,26.0,0
4964,2013-01-03,48,HARDWARE,0.0,0
4965,2013-01-03,48,HOME AND KITCHEN I,0.0,0
